Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,修改,First,線別,VIP,製令單號,品名,品號,版次,預計完工日,料齊日,實際生產,MO數量,反面,正面,SMT C.T(sec.),生產工時(min),換線工時(min),總工時(min),上線日,Unnamed: 24,上線時間,結束時間,備註,連板,Initail,Unnamed: 30,重要工單,特採單號
,,,,,,,B,,調班至2/28,,,,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,A,,調班至2/28,,,,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,前置FAI,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,E,,55E125030017,Aristocrat Gen10 Carrier,55-77522-002E,A2,3/10,2/27,420,1096,27.5,38.8,66.3,464.1,0,464.1,2025-03-01 00:00:00,663.0000000000001,,,Kim,1,2025-02-10 00:00:00,,重要工單,
,,,,,,,,3/1,,,,,,,,,,,Total,,,464.1,663.0000000000001,,,,,,,,,
,,,,,第一週排程,,,,,,,,,,生產數量,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,修改,First,線別,VIP,製令單號,品名,品號,版次,預計完工日,料齊日,實際生產,MO數量,反面,正面,SMT C.T(sec.),生產工時(min),換線工時(min),總工時(min),上線日,,上線時間,結束時間,備註,IE專用,,,,
,,,,,,,,,開線,,,,,,,,,,,,,30,,,,,,,,,,
,,,,,,,B,,55E124120416,Aristocrat Gen10 Backplane,55-79030-004E,A3,3/5,2/19,300,,0,18,18,90,40,130,2025-03-03 00:00:00,,,,Kim,1,2024-12-24 00:00:00,,,
,,,,,2/6,,B,,55E125020016,Aristocrat Gen10 Backplane,55-79030-004E,A3,3/7,2/19,200,,0,18,18,60,0,60,2025-03-03 00:00:00,,,,Kim (3/4 夜班DIP),1,2024-12-24 00:00:00,,重要工單,
,,,,,,,B,,55N125040045,PXIe Type-6 CB/Atoll,55-63511-3020,A4,3/5,2/19,11,,40.9,41.1,82,15.033333333333333,60,85,2025-03-03 00:00:00,,,,,1,2025-02-07 00:00:00,,重要工單,
,,,,,,,B,,55N125040110,PXIe Type-6 CB/Atoll,55-63511-3030,A4,3/5,2/15,9,,40.9,41.1,82,12.3,20,32.3,2025-03-03 00:00:00,,,,,1,2025-02-07 00:00:00,,重要工單,
,,,,,,,B,,55N125030186,PXIe-9834,55-38902-1030,A2,3/5,2/27,6,,29,36,65,6.5,60,85,2025-03-03 00:00:00,,,,,2,2025-02-07 00:00:00,,重要工單,
,,,,,,,B,,55N124120469,NVR MB,55-65537-0020,A2,3/4,2/27,150,,71,112,183,457.5,60,517.5,2025-03-03 00:00:00,,,,,1,2025-01-21 00:00:00,,,DEV-0053664
,,,,,,,B,,59N125030092,UNP PB-2719A,59-37569-0020,A1,3/5,2/24,16,,12.96,0,12.96,3.4560000000000004,60,85,2025-03-03 00:00:00,,,,,2,2025-01-16 00:00:00,,重要工單,
,,,,,,,B,,59N125030410,MXM-A500-4G-40W,59-7C006-1120,1A1,3/5,2/18,26,,23,25,48,20.8,60,85,2025-03-03 00:00:00,,,,純SMT,2,2025-02-18 00:00:00,,重要工單,
,,,,,2/22,,B,,59N125030081,t2cExpress-SL-i7-6600U/Datasol,59-72213-0340,B1,3/6,2/11,54,,59,28,87,78.3,60,138.3,2025-03-03 00:00:00,,,,純SMT,2,2025-01-09 00:00:00,,重要工單,
,,,,,2/7,,B,,55N125020365,Express-TL-i5-11500HE/SSM,55-72138-3220,A2,3/7,2/20,60,150,51.44,58.62,110.06,110.06,40,150.06,2025-03-03 00:00:00,,,,純SMT,2,2025-01-16 00:00:00,,重要工單,
,,,,,,,,,,,,,,,,,,,,,,1398.1599999999999,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,開線、收線,,,,,,,,,,,,,60,,,,,,,,,,
,,,,,,,,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,,,A,,55E125050003,PMC-8670CS2/C3CST,55-37550-102E,A2,3/5,2/7,30,,0,21,21,10.5,60,85,2025-03-03 00:00:00,,,,Michael,1,2025-01-09 00:00:00,,,
,,,,,,,A,,55E125050004,SEMI-MF cPCI-C3CST,55-65311-009E,A3,3/5,2/10,30,,20,38.9,58.9,29.45,60,89.45,2025-03-03 00:00:00,,,,Michael,2,2025-01-09 00:00:00,,,
,,,,,,,A,,55E124120091,Robotics Plus NAV Carrier board,55-E0059-000E,A1,3/5,2/19,10,,20,105,125,20.833333333333332,60,85,2025-03-03 00:00:00,,,,Evelyn,1,2025-01-09 00:00:00,,,
,,,,,,,A,,55E124120093,Robotics Plus Harness board,55-E0061-000E,A1,3/5,1/9,10,,20,8,28,4.666666666666667,60,85,2025-03-03 00:00:00,,,,Evelyn,16,2025-01-09 00:00:00,,,
,,,,,,,A,,55E125020206,cExpress-BT2-E3845,55-72210-00J0,C1,3/4,2/25,16,,43,30,73,19.466666666666665,60,85,2025-03-03 00:00:00,,,,"Cindy,純SMT",2,2025-01-14 00:00:00,,,
,,,,,2/22,,A,,59N125020216,NEON-ONO Carrier Board USB3,59-14211-0010,A1,3/5,2/19,20,,30,25,55,18.333333333333332,60,85,2025-03-03 00:00:00,,,,,4,2025-01-20 00:00:00,,重要工單,
,,,,,,,A,,59N124120460,t1Express-TL-W-11865MRE-4DIMM,59-72138-C030,A2,3/5,2/27,6,,50,45,95,9.5,60,85,2025-03-03 00:00:00,,,,純SMT,2,2025-02-20 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1379.45,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,前置FAI,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,E,,55E125030017,Aristocrat Gen10 Carrier,55-77522-002E,A2,3/10,2/27,376,1096,27.5,38.8,66.3,415.47999999999996,0,415.47999999999996,2025-03-03 00:00:00,593.5428571428571,,,Kim,1,2025-02-10 00:00:00,,重要工單,
,,,,,,,,3/3,,,,,,,,,,,Total,,,415.47999999999996,593.5428571428571,,,,,,,,,
,,,,,2/7,,B,,55N125020365,Express-TL-i5-11500HE/SSM,55-72138-3220,A2,3/7,2/20,90,150,51.44,58.62,110.06,165.09,0,165.09,2025-03-04 00:00:00,,,,純SMT,2,2025-01-16 00:00:00,,重要工單,
,,,,,,,B,,55E124090223,cPCI-A3USB/mini PCIe/without IO/no RTM,55-32015-300E,A1,3/6,2/5,30,,28.5,28.5,57,28.5,80,108.5,2025-03-04 00:00:00,,,,Raymond,2,2025-01-15 00:00:00,,,DEV-0051988
,,,,,,,B,,55N125040060,NVR MB,55-65537-0020,A2,3/5,3/3,150,,71,112,183,457.5,40,497.5,2025-03-04 00:00:00,,,,,1,2025-01-21 00:00:00,,,
,,,,,1/15,,B,,55N125010412,"SP-TGL,i5,PCAP,12V,EC,TPM,MLC-M",55-A1027-3430,A2,3/5,2/19,90,,62,58,120,180,40,220,2025-03-04 00:00:00,,,,,1,2025-01-09 00:00:00,,重要工單,
,,,,,,,B,,59N125020278,ABX-230AFM-4USB2,59-44842-0010,A1,3/7,2/19,200,,10,7,17,56.666666666666664,40,96.66666666666666,2025-03-04 00:00:00,,,,,1,2025-01-09 00:00:00,,重要工單,
,,,,,,,B,,59N125030132,M9019-66501,59-63515-0080,A2,3/6,2/17,100,,0,42,42,70,40,110,2025-03-04 00:00:00,,,,,2,2025-01-15 00:00:00,,重要工單,
,,,,,2/22,,B,,59N125030142,Siemens ImagSys-Lan Board,59-A2056-0020,A2,3/6,3/3,114,,13.33,18.5,31.83,60.477,40,100.477,2025-03-04 00:00:00,,,,,3,2025-01-16 00:00:00,,重要工單,
,,,,,2/24,,B,,59N125010471,cExpress-EL-J6426,59-72217-6020,A2,3/5,3/4,6,,44.6,51.8,96.4,9.640000000000002,60,85,2025-03-04 00:00:00,,,,純SMT,2,2025-02-04 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1383.2336666666667,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,開線、收線,,,,,,,,,,,,,60,,,,,,,,,,
,,,,,,,,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,2/22,,A,,55E125020221,MPB-2788,55-38216-0030,A3,3/7,2/27,20,,90,53,143,47.666666666666664,60,107.66666666666666,2025-03-04 00:00:00,,,,Emma,1,2025-02-13 00:00:00,,重要工單,
,,,,,2/25,,A,,55E124060314,COM-HPC-mMTL-155H-Ultra7-28W-16G,55-73600-101E,A1,3/5,2/19,10,,46,53.2,99.2,16.533333333333335,80,96.53333333333333,2025-03-04 00:00:00,,,,"Clare,純SMT(不要備料X板 PCB)",2,2025-02-05 00:00:00,,,DEV-0053351
,,,,,2/25,,A,,55E124060316,COM-HPC-mMTL-155H-Ultra7-28W-32G-128G,55-73600-211E,A1,3/5,2/19,10,,46,53.2,99.2,16.533333333333335,80,96.53333333333333,2025-03-04 00:00:00,,,,"Clare,純SMT(要備料""單X板"" PCB)",2,2025-02-05 00:00:00,,,DEV-0053353
,,,,,2/22,,A,,59N125030262,EGX-MXM-AD2000,59-7C008-0010,A1,3/7,2/27,22,,38,35,73,26.766666666666666,60,86.76666666666667,2025-03-04 00:00:00,,,,純SMT,2,2025-02-11 00:00:00,,,
,,,,,,,A,,59N125050083,cExpress-TL-i3-1115G4E,59-72218-2050,A3,3/7,2/26,6,,45.9,45.1,91,9.1,60,85,2025-03-04 00:00:00,,,,純SMT,2,2025-02-26 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1252.5,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,前置FAI,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,2/27,,E,,55N125030417,Aristocrat Gen10 Config stick,55-79028-0010,A1,3/17,3/3,1600,3368,8,7,15,400,0,400,2025-03-04 00:00:00,571.4285714285714,,,純SMT,8,2025-02-20 00:00:00,,,
,,,,,,,,3/4,,,,,,,,,,,Total,,,462.5,571.4285714285714,,,,,,,,,
,,,,,,,B,,59N125020462,R4600-3A1 AFM board,59-65A59-0020,A2,3/10,2/24,51,,53,53,106,90.1,40,130.1,2025-03-05 00:00:00,,,,,1,2025-02-17 00:00:00,,,
,,,,,,,B,,59N125010342,t1cExpress-EL-x6425RE,59-72217-9040,A2,3/7,2/25,74,,44.6,51.8,96.4,118.89333333333335,40,158.89333333333335,2025-03-05 00:00:00,,,,純SMT(COM稽核機種),2,2025-01-21 00:00:00,,,
,,,,,2/6,,B,,59N125030052,Capsule Axon 2 Serial Daughterboard,59-66876-0010,A2,3/10,2/6,342,,10,11,21,119.7,40,159.7,2025-03-05 00:00:00,,,,,3,2024-12-26 00:00:00,,重要工單,
,,,,,2/27,,B,,55E125010210,LEC-iMX8MM-Q-4G-64G-ER/JCI,55-72517-221E,A1,3/7,1/22,106,,28,25,53,93.63333333333334,40,133.63333333333333,2025-03-05 00:00:00,,,,"Winnie,純SMT",2,2024-12-30 00:00:00,,,
,,,,,,,B,,55E125040090,t1Express-RLP-i7-13800HRE-VGA,55-72139-J02E,A1,3/6,2/27,6,,55,61,116,11.6,80,91.6,2025-03-05 00:00:00,,,,"Clare,純SMT",2,2025-02-27 00:00:00,,,DEV-0053598
,,,,,,,B,,55N125030310,NVR MB w/o PoE ports,55-65537-0120,A2,3/6,3/4,150,,75,115,190,475,60,535,2025-03-05 00:00:00,,,,,1,2025-02-06 00:00:00,,,
,,,,,,,B,,55N125020325,cPCI-3520/2276ML/M32G,55-31128-0130,A2,3/7,3/4,32,,72.4,62.9,135.3,72.16000000000001,60,132.16000000000003,2025-03-05 00:00:00,,,,,2,2025-02-04 00:00:00,,,
,,,,,2/5,,B,,55N125030132,M9019-66530,55-63623-0030,A3,3/6,2/12,30,100,40,40,80,40,40,80,2025-03-05 00:00:00,,,,,1,2025-01-15 00:00:00,,重要工單,
,,,,,,,,,,,,,,,,,,,,,,1421.0866666666668,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,開線、收線,,,,,,,,,,,,,60,,,,,,,,,,
,,,,,,,,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,,●,A,,55E125040137,OSM-MTK520-4G-64G-CT,55-76104-100E,A0,3/5,2/21,8,,30,90,120,16,90,140,2025-03-05 00:00:00,,,,"Claire,純SMT",4,2025-02-21 00:00:00,,重要工單,DEV-0053658
,,,,,3/3,,A,,59N125010031,Triton TUI Scaler Board w/0 ohm protect,59-A2054-1010,A3,3/7,2/17,42,,13.3,24.7,38,26.6,60,86.6,2025-03-05 00:00:00,,,,3/5中午前完成，下午DIP生產,3,2024-12-31 00:00:00,,重要工單,
,,,,,1/21,,A,,55E124100393,EGX-MXM-AD3500,55-7C009-001E,A1,3/6,3/3,20,,48,55,103,34.333333333333336,60,94.33333333333334,2025-03-05 00:00:00,,,,"Maggie,純SMT",2,2024-12-25 00:00:00,,重要工單,
,,,,,,,A,,55E125030169,"SP-AL,E3930,RES,12V,no IO, DMI-1210",55-A1021-4180,A4,3/6,3/5,5,,48,65,113,9.416666666666666,60,85,2025-03-05 00:00:00,,,,Agnes,1,2025-02-13 00:00:00,,,
,,,,,2/27,,A,,59N125010444,UNP Express-BASE,59-46604-00J0,1D2,3/10,3/5,72,,0,51.77,51.77,62.124,40,102.124,2025-03-05 00:00:00,,,,,1,2025-02-20 00:00:00,,重要工單,
,,,,,,,A,,59N124120378,UNP Seatex 2U EL MKD,59-79001-1020,1A1,3/7,3/3,120,,0,15,15,30,40,85,2025-03-05 00:00:00,,,,,1,2025-01-21 00:00:00,,重要工單,
,,,,,1/21,,A,,59N125030050,MLC8 Light Bar Board,59-A3036-0010,A3,3/7,2/19,42,,15.2,7.5,22.7,15.889999999999999,60,85,2025-03-05 00:00:00,,,,純SMT,7,2025-01-16 00:00:00,,重要工單,
,,,,,,,,,,,,,,,,,,,,,,1458.0573333333334,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,前置FAI,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,2/27,,E,,55N125030417,Aristocrat Gen10 Config stick,55-79028-0010,A1,3/17,3/3,1600,3368,8,7,15,400,0,400,2025-03-05 00:00:00,571.4285714285714,,,純SMT,8,2025-02-20 00:00:00,,,
,,,,,,,,3/5,,,,,,,,,,,Total,,,525,571.4285714285714,,,,,,,,,
,,,,,,,,,第4班開線,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2/5,,B,,55N125030132,M9019-66530,55-63623-0030,A3,3/6,2/12,70,100,40,40,80,93.33333333333333,0,93.33333333333333,2025-03-06 00:00:00,,,,,1,2025-01-15 00:00:00,,重要工單,
,,,,,,,B,,55E125010297,Aristocrat Gen10 Backplane,55-79030-004E,A3,3/8,2/21,300,,0,18,18,90,40,130,2025-03-06 00:00:00,,,,Kim,1,2025-01-07 00:00:00,,,
,,,,,2/21,,B,,59N125030293,t1cExpress-EL-x6211E,59-72217-8020,A2,3/10,3/5,30,,44.6,51.8,96.4,48.2,60,108.2,2025-03-06 00:00:00,,,,純SMT(COM稽核機種),2,2025-02-07 00:00:00,,,
,,,,,,,B,,55N125030311,NVR MB w/o PoE ports,55-65537-0120,A2,3/7,3/5,150,,75,115,190,475,60,535,2025-03-06 00:00:00,,,,,1,2025-02-06 00:00:00,,,
,,,,,1/21,,B,,59N125030072,"ABX-220-EHL/SRDNA, X02",59-44835-AC50,A2,3/11,2/14,104,,75.26,86.92,162.18,281.112,40,321.112,2025-03-06 00:00:00,,,,,1,2024-12-31 00:00:00,,重要工單,
,,,,,,,,,,,,,,,,,,,,,,1187.6453333333334,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,開線、收線,,,,,,,,,,,,,60,,,,,,,,,,
,,,,,3/3,,A,,55E125040118,COM-HPC-cRLS-R680E/Figure-ai,55-73301-130E,A3,3/7,3/5,42,,55,51,106,74.2,40,114.2,2025-03-06 00:00:00,,,,Cindy(3/7上午接測),1,2025-02-25 00:00:00,,,
,,,,,,,A,,55E125020167,cExpress-RLP-i7-13800HRE-64G,55-72222-000E,A1,3/7,3/5,10,,58,55,113,18.833333333333332,80,98.83333333333333,2025-03-06 00:00:00,,,,"Cindy,純SMT",2,2025-02-17 00:00:00,,,DEV-0053216
,,,,,,,A,,55E125040113,cExpress-RLP-i7-13800HRE-64G,55-72222-000E,A1,3/7,3/5,6,,58,55,113,11.3,80,91.3,2025-03-06 00:00:00,,,,"Cindy,純SMT",2,2025-02-17 00:00:00,,,DEV-0052949
,,,,,,,A,,55E125020164,cExpress-RLP-i7-1365URE-8G,55-72222-300E,A1,3/7,3/5,8,,60,60,120,16,80,96,2025-03-06 00:00:00,,,,"Cindy,純SMT",2,2025-02-17 00:00:00,,,DEV-0053216
,,,,,,,A,,55E125040114,cExpress-RLP-i7-1365URE-8G,55-72222-300E,A1,3/7,3/5,6,,60,60,120,12,80,92,2025-03-06 00:00:00,,,,"Cindy,純SMT",2,2025-02-17 00:00:00,,,DEV-0053408
,,,,,,,A,,59N125010431,UNP HSL-DI8DO8-C-XN,59-23040-00A0,A2,3/10,3/4,64,,0,8,8,8.533333333333333,60,85,2025-03-06 00:00:00,,,,,8,2025-01-16 00:00:00,,重要工單,
,,,,,2/24,,A,,59N125020370,cExpress-MTL-125H,59-72221-4010,A1,3/10,3/5,6,,60,60,120,12,60,85,2025-03-06 00:00:00,,,,純SMT,2,2025-02-13 00:00:00,,,
,,,,,2/24,,A,,59N124120471,UNP T6-DDI,59-79302-0040,B1,3/10,3/4,10,,0,22.38,22.38,3.7299999999999995,60,85,2025-03-06 00:00:00,,,,,2,2025-01-21 00:00:00,,,
,,,,,3/3,,A,,59N125030098,Express-SL-i5-6440EQ/Redflex Nirvana,59-72128-2330,A3,3/10,3/5,46,,68,35,103,78.96666666666667,40,118.96666666666667,2025-03-06 00:00:00,,,,純SMT,2,2025-01-21 00:00:00,,,
,,,,,3/3,,A,,59N125020070,SIM-CCU01,59-65A31-0040,A2,3/10,3/5,51,,20.7,24,44.7,37.995000000000005,60,97.995,2025-03-06 00:00:00,,,,,3,2025-01-09 00:00:00,,,
,,,,,3/3,,A,,55E125030072,ESM002 Shmm700,55-65014-504E,A4,3/7,3/4,20,,53.28,84.12,137.4,45.8,60,105.8,2025-03-06 00:00:00,,,,Jerry (物料82-3256Q-E4K0 預計3/6到廠),1,2025-01-24 00:00:00,,重要工單,
,,,,,,,,,,,,,,,,,,,,,,1130.095,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,前置FAI,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,2/27,,E,,55N125030417,Aristocrat Gen10 Config stick,55-79028-0010,A1,3/17,3/3,168,3368,8,7,15,42,0,42,2025-03-06 00:00:00,60.00000000000001,,,純SMT,8,2025-02-20 00:00:00,,,
,,,,,,,E,,前置FAI,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,2/27,,E,,59N125020047,Express-CF-i3-8100H/ARIS,59-72131-2470,A2,3/20,3/4,370,1404,45,30,75,462.5,0,462.5,2025-03-06 00:00:00,578.125,,,純SMT(3/7上午接測),2,2025-02-10 00:00:00,,重要工單,
,,,,,,,,3/6,,,,,,,,,,,Total,,,504.5,638.125,,,,,,,,,
,,,,,,,B,,55N125030312,NVR MB w/o PoE ports,55-65537-0120,A2,3/8,3/5,150,,75,115,190,475,60,535,2025-03-07 00:00:00,,,,,1,2025-02-06 00:00:00,,,
,,,,,3/4,,B,,59N125030102,Express-IBR-i7-3517UE/Td,59-72121-A680,A3,3/14,3/6,210,,46,35,81,283.5,40,323.5,2025-03-07 00:00:00,,,,"純SMT,76-00185-50Z0跳票",2,2025-02-05 00:00:00,,,
,,,,,2/12,,B,,59N125010437,LEC-iMX8MP-Q-2G-32G-CT/Zoetis,59-72512-7120,A2,3/14,2/27,316,,42,36,78,410.8,40,450.8,2025-03-07 00:00:00,,,,純SMT(3/8上午接測),2,2025-01-16 00:00:00,,,
,,,,,3/4,,B,,55E125010298,Aristocrat Gen10 Backplane,55-79030-004E,A3,3/11,2/21,300,,0,18,18,90,40,130,2025-03-07 00:00:00,,,,Kim,1,2025-01-07 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1439.3,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,開線、收線,,,,,,,,,,,,,60,,,,,,,,,,
,,,,,,,,,夜班支援DIP,,,,,,,,,,,,,720,,,,,,,,,,
,,,,,,●,A,,55E125030222,EGX-PCIE-A580E-KGI,55-7C402-002E,A2,3/12,2/27,10,,60,35,95,15.833333333333334,70,120,2025-03-07 00:00:00,,,,Maggie,2,2025-02-18 00:00:00,,,
,,,,,2/20,,A,,59N125020436,Express-BD74-D1577/TPM2.0/CWC,59-72134-2110,A1,3/11,3/6,62,,43,44,87,89.9,40,129.9,2025-03-07 00:00:00,,,,純SMT(3/8上午接測),2,2025-02-06 00:00:00,,重要工單,
,,,,,,,A,,59N125030120,Express-BASE7,59-77105-0030,A2,3/12,2/24,6,,40,61.4,101.4,10.140000000000002,60,85,2025-03-07 00:00:00,,,,,1,2025-01-21 00:00:00,,,
,,,,,,,A,,55N125020006,Super capacitor board for 150W PSU,55-65627-1010,A1,3/11,3/6,50,,0,8,8,6.666666666666667,60,85,2025-03-07 00:00:00,,,,,5,2025-01-09 00:00:00,,,
,,,,,,,A,,59N125030078,CM4-SL2-6102E-8G-8G,59-48105-0070,A2,3/11,3/6,10,,67.68,49.49,117.17000000000002,19.52833333333334,60,85,2025-03-07 00:00:00,,,,,1,2025-01-09 00:00:00,,,
,,,,,1/23,,A,,59N125020159,Express-DN7-C3808,59-72132-0080,A2,3/11,1/21,6,,43.68,40.1,83.78,8.378,80,88.378,2025-03-07 00:00:00,,,,純SMT,2,2024-12-26 00:00:00,,,DEV-0052895
,,,,,,,,,,,,,,,,,,,,,,1373.278,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,E,,前置FAI,,,,,,,,,,,0,,0,,,,,,,,,,
,,,,,2/27,,E,,59N125020047,Express-CF-i3-8100H/ARIS,59-72131-2470,A2,3/20,3/4,420,1404,45,30,75,525,0,525,2025-03-07 00:00:00,656.25,,,純SMT(3/8上午接測),2,2025-02-10 00:00:00,,重要工單,
,,,,,,,,3/7,,,,,,,,,,,Total,,,525,656.25,,,,,,,,,
,,,,,,,,,夜班開線8小時,,,,,,,,,,,,,240,,,,,,,,,,
,,,,,,,,,收線,,,,,,,,,,,,,30,,,,,,,,,,
,,,,,2/13,,B,,59N125030002,NVR LED board,59-65A71-0010,A1,3/12,3/5,350,,7,8.5,15.5,90.41666666666667,40,130.41666666666669,2025-03-08 00:00:00,,,,,5,2025-02-12 00:00:00,,重要工單,
,,,,,2/13,,B,,59N125030073,ADi-BAMP-G2/24V/SSC,59-7B203-2110,A2,3/12,2/27,204,,10,10.3,20.3,69.02,40,109.02,2025-03-08 00:00:00,,,,,4,2025-01-16 00:00:00,,重要工單,
,,,,,,,B,,59N125010315,MLC-S ADL MB,59-A1032-0010,A1,3/14,3/4,133,,73,68,141,312.55,40,352.55,2025-03-08 00:00:00,,,,,1,2025-01-16 00:00:00,,重要工單,
,,,,,,,B,,59N124120379,cExpress-KL-3965U/Seatex,59-72215-3160,B1,3/13,3/7,116,,56.6,23.3,79.9,154.47333333333336,40,194.47333333333336,2025-03-08 00:00:00,,,,純SMT,2,2025-01-16 00:00:00,,重要工單,
,,,,,3/5,,B,,59N125020458,EGX-MXM-T1000/Align,59-7C003-A020,A2,3/15,2/17,240,,39.5,35.5,75,300,40,340,2025-03-08 00:00:00,,,,純SMT,2,2025-02-13 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,1396.46,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,夜班開線8小時,,,,,,,,,,,,,240,,,,,,,,,,
,,,,,,,,,開線、收線,,,,,,,,,,,,,60,,,,,,,,,,
